"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Sample_Matrix","Sample_Source","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Method","Result_Method_Description","Result_Comment","Measurement_Interval","Study_ID_Alias","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Continuous_Result_System_ID"
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",09:30:00,7/8/2014 9:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.366","deg C","","","TEMPLOGGER","Temperature by data logger","Installed tidbit at 09:30 PST. Water temperature 18.6 C. Sampled at 10:30 PDT.",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053803
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:00:00,7/8/2014 10:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.058","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002315
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:00:00,7/8/2014 10:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.58","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978932
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:00:00,7/8/2014 10:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.153","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954880
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:00:00,7/8/2014 10:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.889","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053804
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:30:00,7/8/2014 10:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.605","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002316
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:30:00,7/8/2014 10:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","19.199","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978933
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:30:00,7/8/2014 10:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.701","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954881
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",10:30:00,7/8/2014 10:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","19.484","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053805
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:00:00,7/8/2014 11:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.224","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002317
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:00:00,7/8/2014 11:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","19.984","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978934
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:00:00,7/8/2014 11:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.319","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954882
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:00:00,7/8/2014 11:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.079","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053806
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:30:00,7/8/2014 11:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.866","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002318
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:30:00,7/8/2014 11:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.793","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978935
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:30:00,7/8/2014 11:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.937","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954883
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",11:30:00,7/8/2014 11:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.698","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053807
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:00:00,7/8/2014 12:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","19.508","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002319
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:00:00,7/8/2014 12:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","21.509","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978936
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:00:00,7/8/2014 12:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","19.508","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954884
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:00:00,7/8/2014 12:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","21.294","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053808
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:30:00,7/8/2014 12:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.055","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002320
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:30:00,7/8/2014 12:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.178","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978937
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:30:00,7/8/2014 12:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.007","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954885
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",12:30:00,7/8/2014 12:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","21.867","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053809
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:00:00,7/8/2014 1:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.484","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002321
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:00:00,7/8/2014 1:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.705","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978938
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:00:00,7/8/2014 1:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.436","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954886
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:00:00,7/8/2014 1:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.345","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053810
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:30:00,7/8/2014 1:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.77","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002322
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:30:00,7/8/2014 1:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.968","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978939
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:30:00,7/8/2014 1:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.817","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954887
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",13:30:00,7/8/2014 1:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.776","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053811
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:00:00,7/8/2014 2:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.913","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002323
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:00:00,7/8/2014 2:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","23.064","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978940
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:00:00,7/8/2014 2:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","21.079","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954888
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:00:00,7/8/2014 2:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","23.16","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98053812
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:30:00,7/8/2014 2:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","20.889","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98002324
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:30:00,7/8/2014 2:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","22.92","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97978941
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","07/08/2014",14:30:00,7/8/2014 2:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","21.318","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97954889
