"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Location_Setting","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_Start_Date_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Upper_Depth_In_Feet","Lower_Depth_In_Feet","Well_Water_Level_Measuring_Point_Or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Collection_Method_Description","Sample_Preparation_Method","Sample_Preparation_Method_Description","Sample_Method_Other","Sample_Method_Other_Type","Sample_Method_Other_Description","Sample_Taxon_Name","Sample_Taxon_Common_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Suspect_or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Method_Description","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_Common_Name","Result_Taxon_Alias_Other","Result_Taxon_TSN","Result_Taxon_Parent_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID","Study_ID_Alias","Study_QA_Planning_Level","Study_QA_Assessment_Level","Study_Type","EIM_Data_Entry_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Result_System_ID"
"FS95362668","Texaco-Bulk Plant","FS95362668-2","B-2","FS95362668_B-2","Land","Measurement","Consultant, Professional","04/06/2017",,"04/06/2017","04/06/2017",,"04/06/2017","",,"","Land Surface",8,11.5,"ft",8,11.5,"","B-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.67","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3156262810612,-117.991008122071,8/2/2017 4:32:18 PM,206466455
"FS95362668","Texaco-Bulk Plant","FS95362668-2","B-2","FS95362668_B-2","Land","Measurement","Consultant, Professional","04/06/2017",,"04/06/2017","04/06/2017",,"04/06/2017","",,"","Land Surface",8,11.5,"ft",8,11.5,"","B-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"14.1","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3156262810612,-117.991008122071,8/2/2017 4:32:18 PM,206466456
"FS95362668","Texaco-Bulk Plant","FS95362668-4","B-4","FS95362668_B-4","Land","Measurement","Consultant, Professional","04/06/2017",,"04/06/2017","04/06/2017",,"04/06/2017","",,"","Land Surface",8.65,10.5,"ft",8.65,10.5,"","B-4-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"6.62","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3150572814738,-117.990938080867,8/2/2017 4:32:18 PM,206466465
"FS95362668","Texaco-Bulk Plant","FS95362668-4","B-4","FS95362668_B-4","Land","Measurement","Consultant, Professional","04/06/2017",,"04/06/2017","04/06/2017",,"04/06/2017","",,"","Land Surface",8.65,10.5,"ft",8.65,10.5,"","B-4-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.83","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3150572814738,-117.990938080867,8/2/2017 4:32:18 PM,206466467
"FS95362668","Texaco-Bulk Plant","FS95362668-4","B-4","FS95362668_B-4","Land","Measurement","Consultant, Professional","04/06/2017",,"04/06/2017","04/06/2017",,"04/06/2017","",,"","Land Surface",8.65,10.5,"ft",8.65,10.5,"","B-4-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"14.4","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3150572814738,-117.990938080867,8/2/2017 4:32:18 PM,206466468
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"8.5","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:19 PM,206466477
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.42","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:19 PM,206466479
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"12.6","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:19 PM,206466480
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"8.35","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:19 PM,206466483
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.37","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:19 PM,206466485
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/07/2017",,"04/07/2017","04/07/2017",,"04/07/2017","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"13.9","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:19 PM,206466486
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/11/2017",10:40:00,"04/11/2017 10:40:00","04/11/2017",10:40:00,"04/11/2017 10:40:00","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"8.6","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:17 PM,206466435
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/11/2017",10:40:00,"04/11/2017 10:40:00","04/11/2017",10:40:00,"04/11/2017 10:40:00","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.16","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:17 PM,206466437
"FS95362668","Texaco-Bulk Plant","FS95362668-6","MW-2","FS95362668_MW-2","Land","Measurement","Consultant, Professional","04/11/2017",10:40:00,"04/11/2017 10:40:00","04/11/2017",10:40:00,"04/11/2017 10:40:00","",,"","",,,"",,,"","MW-2-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"11.7","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315687985491,-117.991328684217,8/2/2017 4:32:17 PM,206466438
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/11/2017",11:18:00,"04/11/2017 11:18:00","04/11/2017",11:18:00,"04/11/2017 11:18:00","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"7.85","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:18 PM,206466441
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/11/2017",11:18:00,"04/11/2017 11:18:00","04/11/2017",11:18:00,"04/11/2017 11:18:00","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.32","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:18 PM,206466443
"FS95362668","Texaco-Bulk Plant","FS95362668-7","MW-3","FS95362668_MW-3","Land","Measurement","Consultant, Professional","04/11/2017",11:18:00,"04/11/2017 11:18:00","04/11/2017",11:18:00,"04/11/2017 11:18:00","",,"","",,,"",,,"","MW-3-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"11.8","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.315072730993,-117.991159865526,8/2/2017 4:32:18 PM,206466444
"FS95362668","Texaco-Bulk Plant","FS95362668-5","MW-1","FS95362668_MW-1","Land","Measurement","Consultant, Professional","04/11/2017",12:10:00,"04/11/2017 12:10:00","04/11/2017",12:10:00,"04/11/2017 12:10:00","",,"","",,,"",,,"","MW-1-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Dissolved Oxygen","","","",,"8.28","mg/L","","","","","","","","","","","","","","","DO-OPTICAL","Dissolved Oxygen (DO) by Optical (Luminescent) Sensor (LDO)","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3154084892064,-117.990920490799,8/2/2017 4:32:17 PM,206466429
"FS95362668","Texaco-Bulk Plant","FS95362668-5","MW-1","FS95362668_MW-1","Land","Measurement","Consultant, Professional","04/11/2017",12:10:00,"04/11/2017 12:10:00","04/11/2017",12:10:00,"04/11/2017 12:10:00","",,"","",,,"",,,"","MW-1-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"pH","","","",,"6.37","pH","","","","","","","","","","","","","","","SM4500H+B","pH by Electrometric Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3154084892064,-117.990920490799,8/2/2017 4:32:17 PM,206466431
"FS95362668","Texaco-Bulk Plant","FS95362668-5","MW-1","FS95362668_MW-1","Land","Measurement","Consultant, Professional","04/11/2017",12:10:00,"04/11/2017 12:10:00","04/11/2017",12:10:00,"04/11/2017 12:10:00","",,"","",,,"",,,"","MW-1-FIELDPARAMETERS","","N","","N","","Water","Groundwater","","","","","","","","","","","","",,"Temperature, water","","","",,"11.8","deg C","","","","","","","","","","","","","","","SM2550B-F","Temperature, Field Method","","","","","","","","","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 3:  Data Verified and Assessed for Usability","Contaminated site investigation (characterization, includes RI/FS and remedial design)","Not Reviewed",46.3154084892064,-117.990920490799,8/2/2017 4:32:17 PM,206466432
"JJOY0003","Walla Walla Bacteria and pH TMDL","32DAY-WWTP","32DAY-WWTP","DAYTON WASTEWATER TREATMENT PLANT","Source-HumanMade","Measurement","","02/25/2003",11:55:00,"02/25/2003 11:55:00","02/25/2003",11:55:00,"02/25/2003 11:55:00","taken between small waterfall and outlet to Touchet River (after UV building)",,"","",,,"",,,"","","","N","","U","","Water","WWTP Effluent","","","","","","","","","","","","",,"Dissolved Oxygen","","02/25/2003","",11:55:00,"8.50","mg/L","","","","","","","","","","","","","","","SM4500OC","Dissolved Oxygen (DO) by Winkler (Azide Modification)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3159800009505,-118.00355,,6128483
"JJOY0003","Walla Walla Bacteria and pH TMDL","32DAY-WWTP","32DAY-WWTP","DAYTON WASTEWATER TREATMENT PLANT","Source-HumanMade","Measurement","","02/25/2003",11:55:00,"02/25/2003 11:55:00","02/25/2003",11:55:00,"02/25/2003 11:55:00","taken shortly after UV lights in UV building, but before small waterfall and outlet to Touchet River",,"","",,,"",,,"","","","N","","U","","Water","WWTP Effluent","","","","","","","","","","","","",,"Dissolved Oxygen","","02/25/2003","",11:55:00,"7.4","mg/L","","","","","","","","","","","","","","","SM4500OC","Dissolved Oxygen (DO) by Winkler (Azide Modification)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3159800009505,-118.00355,,6175195
