Result,QUALITY,QUALITY_KEY,Date,Year,Month
7.2,1,Good quality REVIEWED data,2002-11-11,2002,Nov
7.3,1,Good quality REVIEWED data,2002-11-12,2002,Nov
7.8,1,Good quality REVIEWED data,2002-11-13,2002,Nov
7.5,1,Good quality REVIEWED data,2002-11-14,2002,Nov
5.9,1,Good quality REVIEWED data,2002-11-15,2002,Nov
5.7,1,Good quality REVIEWED data,2002-11-16,2002,Nov
6.5,1,Good quality REVIEWED data,2002-11-17,2002,Nov
6.3,1,Good quality REVIEWED data,2002-11-18,2002,Nov
8,1,Good quality REVIEWED data,2002-11-19,2002,Nov
8.2,1,Good quality REVIEWED data,2002-11-20,2002,Nov
0.3,140,Data not yet checked,2007-01-18,2007,Jan
1.2,140,Data not yet checked,2007-01-19,2007,Jan
2.3,140,Data not yet checked,2007-01-20,2007,Jan
2.2,140,Data not yet checked,2007-01-21,2007,Jan
3.3,140,Data not yet checked,2007-01-22,2007,Jan
3.9,140,Data not yet checked,2007-01-23,2007,Jan
3.2,140,Data not yet checked,2007-01-24,2007,Jan
2.8,140,Data not yet checked,2007-01-25,2007,Jan
2.7,140,Data not yet checked,2007-01-26,2007,Jan
2.5,140,Data not yet checked,2007-01-27,2007,Jan
2.4,140,Data not yet checked,2007-01-28,2007,Jan
2,140,Data not yet checked,2007-01-29,2007,Jan
1.9,140,Data not yet checked,2007-01-30,2007,Jan
1.7,140,Data not yet checked,2007-01-31,2007,Jan
1.2,140,Data not yet checked,2007-02-01,2007,Feb
0.7,140,Data not yet checked,2007-02-02,2007,Feb
1.4,140,Data not yet checked,2007-02-03,2007,Feb
3.1,140,Data not yet checked,2007-02-04,2007,Feb
3.7,140,Data not yet checked,2007-02-05,2007,Feb
3.6,140,Data not yet checked,2007-02-06,2007,Feb
3.3,140,Data not yet checked,2007-02-07,2007,Feb
4.2,140,Data not yet checked,2007-02-08,2007,Feb
4.5,140,Data not yet checked,2007-02-09,2007,Feb
3.8,140,Data not yet checked,2007-02-10,2007,Feb
4.3,140,Data not yet checked,2007-02-11,2007,Feb
4.8,140,Data not yet checked,2007-02-12,2007,Feb
3.8,140,Data not yet checked,2007-02-13,2007,Feb
5,140,Data not yet checked,2007-02-14,2007,Feb
6.3,140,Data not yet checked,2007-02-15,2007,Feb
6.7,140,Data not yet checked,2007-02-16,2007,Feb
6.8,140,Data not yet checked,2007-02-17,2007,Feb
6.2,140,Data not yet checked,2007-02-18,2007,Feb
4.8,140,Data not yet checked,2007-02-19,2007,Feb
5.2,140,Data not yet checked,2007-02-20,2007,Feb
3.9,140,Data not yet checked,2007-02-21,2007,Feb
3.9,140,Data not yet checked,2007-02-22,2007,Feb
4,140,Data not yet checked,2007-02-23,2007,Feb
3.7,140,Data not yet checked,2007-02-24,2007,Feb
4.7,140,Data not yet checked,2007-02-25,2007,Feb
4.5,140,Data not yet checked,2007-02-26,2007,Feb
4.1,140,Data not yet checked,2007-02-27,2007,Feb
4.1,140,Data not yet checked,2007-02-28,2007,Feb
3.4,140,Data not yet checked,2007-03-01,2007,Mar
3.1,140,Data not yet checked,2007-03-02,2007,Mar
4.6,140,Data not yet checked,2007-03-03,2007,Mar
5.4,140,Data not yet checked,2007-03-04,2007,Mar
6.2,140,Data not yet checked,2007-03-05,2007,Mar
6.6,140,Data not yet checked,2007-03-06,2007,Mar
6.7,140,Data not yet checked,2007-03-07,2007,Mar
6.1,140,Data not yet checked,2007-03-08,2007,Mar
6.4,140,Data not yet checked,2007-03-09,2007,Mar
7.4,140,Data not yet checked,2007-03-10,2007,Mar
8.8,140,Data not yet checked,2007-03-11,2007,Mar
8.9,140,Data not yet checked,2007-03-12,2007,Mar
7.6,140,Data not yet checked,2007-03-13,2007,Mar
6.4,140,Data not yet checked,2007-03-14,2007,Mar
5.8,140,Data not yet checked,2007-03-15,2007,Mar
7.6,140,Data not yet checked,2007-03-16,2007,Mar
8.7,140,Data not yet checked,2007-03-17,2007,Mar
9.8,140,Data not yet checked,2007-03-18,2007,Mar
9,140,Data not yet checked,2007-03-19,2007,Mar
8.6,140,Data not yet checked,2007-03-20,2007,Mar
6.7,140,Data not yet checked,2007-03-21,2007,Mar
7.3,140,Data not yet checked,2007-03-22,2007,Mar
8.8,140,Data not yet checked,2007-03-23,2007,Mar
9.1,140,Data not yet checked,2007-03-24,2007,Mar
8.8,140,Data not yet checked,2007-03-25,2007,Mar
6.5,140,Data not yet checked,2007-03-26,2007,Mar
6.1,140,Data not yet checked,2007-03-27,2007,Mar
6.6,140,Data not yet checked,2007-03-28,2007,Mar
7.2,140,Data not yet checked,2007-03-29,2007,Mar
8.3,140,Data not yet checked,2007-03-30,2007,Mar
8.6,140,Data not yet checked,2007-03-31,2007,Mar
8,140,Data not yet checked,2007-04-01,2007,Apr
6.3,140,Data not yet checked,2007-04-02,2007,Apr
6.8,140,Data not yet checked,2007-04-03,2007,Apr
8.2,140,Data not yet checked,2007-04-04,2007,Apr
8.9,140,Data not yet checked,2007-04-05,2007,Apr
10.2,140,Data not yet checked,2007-04-06,2007,Apr
10.9,140,Data not yet checked,2007-04-07,2007,Apr
11.1,140,Data not yet checked,2007-04-08,2007,Apr
10.4,140,Data not yet checked,2007-04-09,2007,Apr
8.1,140,Data not yet checked,2007-04-10,2007,Apr
8.5,140,Data not yet checked,2007-04-11,2007,Apr
9.5,140,Data not yet checked,2007-04-12,2007,Apr
10.1,140,Data not yet checked,2007-04-13,2007,Apr
9.7,140,Data not yet checked,2007-04-14,2007,Apr
9.4,140,Data not yet checked,2007-04-15,2007,Apr
9.2,140,Data not yet checked,2007-04-16,2007,Apr
10.5,140,Data not yet checked,2007-04-17,2007,Apr
9.2,140,Data not yet checked,2007-04-18,2007,Apr
9.3,140,Data not yet checked,2007-04-19,2007,Apr
10,140,Data not yet checked,2007-04-20,2007,Apr
9.7,140,Data not yet checked,2007-04-21,2007,Apr
9.9,140,Data not yet checked,2007-04-22,2007,Apr
11.6,140,Data not yet checked,2007-04-23,2007,Apr
12.3,140,Data not yet checked,2007-04-24,2007,Apr
11.6,140,Data not yet checked,2007-04-25,2007,Apr
11.5,140,Data not yet checked,2007-04-26,2007,Apr
13,140,Data not yet checked,2007-04-27,2007,Apr
14,140,Data not yet checked,2007-04-28,2007,Apr
13.2,140,Data not yet checked,2007-04-29,2007,Apr
12.7,140,Data not yet checked,2007-04-30,2007,Apr
13,140,Data not yet checked,2007-05-01,2007,May
12.4,140,Data not yet checked,2007-05-02,2007,May
10.8,140,Data not yet checked,2007-05-03,2007,May
10.3,140,Data not yet checked,2007-05-04,2007,May
10.9,140,Data not yet checked,2007-05-05,2007,May
11.8,140,Data not yet checked,2007-05-06,2007,May
14.1,140,Data not yet checked,2007-05-07,2007,May
15.1,140,Data not yet checked,2007-05-08,2007,May
15.5,140,Data not yet checked,2007-05-09,2007,May
15.5,140,Data not yet checked,2007-05-10,2007,May
15.4,140,Data not yet checked,2007-05-11,2007,May
15.7,140,Data not yet checked,2007-05-12,2007,May
13.8,140,Data not yet checked,2007-05-13,2007,May
14.1,140,Data not yet checked,2007-05-14,2007,May
15.5,140,Data not yet checked,2007-05-15,2007,May
16.4,140,Data not yet checked,2007-05-16,2007,May
16.3,140,Data not yet checked,2007-05-17,2007,May
16.1,140,Data not yet checked,2007-05-18,2007,May
15.6,140,Data not yet checked,2007-05-19,2007,May
13.5,140,Data not yet checked,2007-05-20,2007,May
12.1,140,Data not yet checked,2007-05-21,2007,May
13.9,140,Data not yet checked,2007-05-22,2007,May
15.1,140,Data not yet checked,2007-05-23,2007,May
16.2,140,Data not yet checked,2007-05-24,2007,May
15.9,140,Data not yet checked,2007-05-25,2007,May
16.4,140,Data not yet checked,2007-05-26,2007,May
16.4,140,Data not yet checked,2007-05-27,2007,May
14,140,Data not yet checked,2007-05-28,2007,May
15.7,140,Data not yet checked,2007-05-29,2007,May
17.3,140,Data not yet checked,2007-05-30,2007,May
18.5,140,Data not yet checked,2007-05-31,2007,May
19.3,140,Data not yet checked,2007-06-01,2007,Jun
20.4,140,Data not yet checked,2007-06-02,2007,Jun
21.6,140,Data not yet checked,2007-06-03,2007,Jun
20.4,140,Data not yet checked,2007-06-04,2007,Jun
17,140,Data not yet checked,2007-06-05,2007,Jun
14.5,140,Data not yet checked,2007-06-06,2007,Jun
15.7,140,Data not yet checked,2007-06-07,2007,Jun
17.3,140,Data not yet checked,2007-06-08,2007,Jun
17.1,140,Data not yet checked,2007-06-09,2007,Jun
16.5,140,Data not yet checked,2007-06-10,2007,Jun
16.3,140,Data not yet checked,2007-06-11,2007,Jun
16.9,140,Data not yet checked,2007-06-12,2007,Jun
16.9,140,Data not yet checked,2007-06-13,2007,Jun
17.5,140,Data not yet checked,2007-06-14,2007,Jun
18.4,140,Data not yet checked,2007-06-15,2007,Jun
17.2,140,Data not yet checked,2007-06-16,2007,Jun
16,140,Data not yet checked,2007-06-17,2007,Jun
17,140,Data not yet checked,2007-06-18,2007,Jun
18.2,140,Data not yet checked,2007-06-19,2007,Jun
20,140,Data not yet checked,2007-06-20,2007,Jun
20.7,140,Data not yet checked,2007-06-21,2007,Jun
19.9,140,Data not yet checked,2007-06-22,2007,Jun
18.7,140,Data not yet checked,2007-06-23,2007,Jun
18.3,140,Data not yet checked,2007-06-24,2007,Jun
17.5,140,Data not yet checked,2007-06-25,2007,Jun
18.2,140,Data not yet checked,2007-06-26,2007,Jun
19.2,140,Data not yet checked,2007-06-27,2007,Jun
20.2,140,Data not yet checked,2007-06-28,2007,Jun
19.3,140,Data not yet checked,2007-06-29,2007,Jun
19.6,140,Data not yet checked,2007-06-30,2007,Jun
20.3,140,Data not yet checked,2007-07-01,2007,Jul
20.2,140,Data not yet checked,2007-07-02,2007,Jul
21.2,140,Data not yet checked,2007-07-03,2007,Jul
22.5,140,Data not yet checked,2007-07-04,2007,Jul
23.5,140,Data not yet checked,2007-07-05,2007,Jul
23.8,140,Data not yet checked,2007-07-06,2007,Jul
23,140,Data not yet checked,2007-07-07,2007,Jul
22.3,140,Data not yet checked,2007-07-08,2007,Jul
23,140,Data not yet checked,2007-07-09,2007,Jul
23.2,140,Data not yet checked,2007-07-10,2007,Jul
23.9,140,Data not yet checked,2007-07-11,2007,Jul
23,140,Data not yet checked,2007-07-12,2007,Jul
22.9,140,Data not yet checked,2007-07-13,2007,Jul
23.3,140,Data not yet checked,2007-07-14,2007,Jul
23.6,140,Data not yet checked,2007-07-15,2007,Jul
23.6,140,Data not yet checked,2007-07-16,2007,Jul
22.6,140,Data not yet checked,2007-07-17,2007,Jul
22.4,140,Data not yet checked,2007-07-19,2007,Jul
20.8,140,Data not yet checked,2007-07-20,2007,Jul
22.1,140,Data not yet checked,2007-07-21,2007,Jul
23.4,140,Data not yet checked,2007-07-22,2007,Jul
24.2,140,Data not yet checked,2007-07-23,2007,Jul
23.3,140,Data not yet checked,2007-07-24,2007,Jul
22.4,140,Data not yet checked,2007-07-25,2007,Jul
23.1,140,Data not yet checked,2007-07-26,2007,Jul
23.3,140,Data not yet checked,2007-07-27,2007,Jul
23.3,140,Data not yet checked,2007-07-28,2007,Jul
22.9,140,Data not yet checked,2007-07-29,2007,Jul
22,140,Data not yet checked,2007-07-30,2007,Jul
21.4,140,Data not yet checked,2007-07-31,2007,Jul
21.8,140,Data not yet checked,2007-08-01,2007,Aug
22.4,140,Data not yet checked,2007-08-02,2007,Aug
22.1,140,Data not yet checked,2007-08-03,2007,Aug
21.4,140,Data not yet checked,2007-08-04,2007,Aug
21.3,140,Data not yet checked,2007-08-05,2007,Aug
20.9,140,Data not yet checked,2007-08-06,2007,Aug
20.7,140,Data not yet checked,2007-08-07,2007,Aug
20.6,140,Data not yet checked,2007-08-08,2007,Aug
20.5,140,Data not yet checked,2007-08-09,2007,Aug
19.7,140,Data not yet checked,2007-08-10,2007,Aug
19.5,140,Data not yet checked,2007-08-11,2007,Aug
20.3,140,Data not yet checked,2007-08-12,2007,Aug
20.4,140,Data not yet checked,2007-08-13,2007,Aug
21.2,140,Data not yet checked,2007-08-14,2007,Aug
21.7,140,Data not yet checked,2007-08-15,2007,Aug
21.6,140,Data not yet checked,2007-08-16,2007,Aug
20.5,140,Data not yet checked,2007-08-17,2007,Aug
19.9,140,Data not yet checked,2007-08-18,2007,Aug
17.7,140,Data not yet checked,2007-08-19,2007,Aug
16.6,140,Data not yet checked,2007-08-20,2007,Aug
18.9,140,Data not yet checked,2007-08-21,2007,Aug
19.7,140,Data not yet checked,2007-08-22,2007,Aug
19.9,140,Data not yet checked,2007-08-23,2007,Aug
20.2,140,Data not yet checked,2007-08-24,2007,Aug
19.9,140,Data not yet checked,2007-08-25,2007,Aug
19.1,140,Data not yet checked,2007-08-26,2007,Aug
18.2,140,Data not yet checked,2007-08-27,2007,Aug
18.2,140,Data not yet checked,2007-08-28,2007,Aug
18.9,140,Data not yet checked,2007-08-29,2007,Aug
20,140,Data not yet checked,2007-08-30,2007,Aug
21.2,140,Data not yet checked,2007-08-31,2007,Aug
19.9,140,Data not yet checked,2007-09-01,2007,Sep
19.9,140,Data not yet checked,2007-09-02,2007,Sep
20.1,140,Data not yet checked,2007-09-03,2007,Sep
19.6,140,Data not yet checked,2007-09-04,2007,Sep
19.3,140,Data not yet checked,2007-09-05,2007,Sep
19.2,140,Data not yet checked,2007-09-06,2007,Sep
18,140,Data not yet checked,2007-09-07,2007,Sep
16.6,140,Data not yet checked,2007-09-08,2007,Sep
16,140,Data not yet checked,2007-09-09,2007,Sep
16.5,140,Data not yet checked,2007-09-10,2007,Sep
16.8,140,Data not yet checked,2007-09-11,2007,Sep
17.5,140,Data not yet checked,2007-09-12,2007,Sep
17.1,140,Data not yet checked,2007-09-13,2007,Sep
16.9,140,Data not yet checked,2007-09-14,2007,Sep
17.1,140,Data not yet checked,2007-09-15,2007,Sep
16.7,140,Data not yet checked,2007-09-16,2007,Sep
16.1,140,Data not yet checked,2007-09-17,2007,Sep
14.8,140,Data not yet checked,2007-09-18,2007,Sep
14.1,140,Data not yet checked,2007-09-19,2007,Sep
12.9,140,Data not yet checked,2007-09-20,2007,Sep
13.4,140,Data not yet checked,2007-09-21,2007,Sep
14,140,Data not yet checked,2007-09-22,2007,Sep
13.2,140,Data not yet checked,2007-09-23,2007,Sep
12.9,140,Data not yet checked,2007-09-24,2007,Sep
12.6,140,Data not yet checked,2007-09-25,2007,Sep
13.6,140,Data not yet checked,2007-09-26,2007,Sep
13.7,140,Data not yet checked,2007-09-27,2007,Sep
12.4,140,Data not yet checked,2007-09-28,2007,Sep
11.1,140,Data not yet checked,2007-09-29,2007,Sep
11.3,140,Data not yet checked,2007-09-30,2007,Sep
12.1,140,Data not yet checked,2007-10-01,2007,Oct
11.9,140,Data not yet checked,2007-10-02,2007,Oct
11.9,140,Data not yet checked,2007-10-03,2007,Oct
11.3,140,Data not yet checked,2007-10-04,2007,Oct
10.3,140,Data not yet checked,2007-10-05,2007,Oct
10.6,140,Data not yet checked,2007-10-06,2007,Oct
12,140,Data not yet checked,2007-10-07,2007,Oct
12.9,140,Data not yet checked,2007-10-08,2007,Oct
12.4,140,Data not yet checked,2007-10-10,2007,Oct
11.8,140,Data not yet checked,2007-10-11,2007,Oct
12,140,Data not yet checked,2007-10-12,2007,Oct
11.2,140,Data not yet checked,2007-10-13,2007,Oct
11,140,Data not yet checked,2007-10-14,2007,Oct
10.9,140,Data not yet checked,2007-10-15,2007,Oct
11.7,140,Data not yet checked,2007-10-16,2007,Oct
10.1,140,Data not yet checked,2007-10-17,2007,Oct
9.5,140,Data not yet checked,2007-10-18,2007,Oct
10.9,140,Data not yet checked,2007-10-19,2007,Oct
9.6,140,Data not yet checked,2007-10-20,2007,Oct
9.5,140,Data not yet checked,2007-10-21,2007,Oct
10.5,140,Data not yet checked,2007-10-22,2007,Oct
11,140,Data not yet checked,2007-10-23,2007,Oct
11.2,140,Data not yet checked,2007-10-24,2007,Oct
10.3,140,Data not yet checked,2007-10-25,2007,Oct
7.5,140,Data not yet checked,2007-10-26,2007,Oct
6.4,140,Data not yet checked,2007-10-27,2007,Oct
6.6,140,Data not yet checked,2007-10-28,2007,Oct
7.4,140,Data not yet checked,2007-10-29,2007,Oct
8,140,Data not yet checked,2007-10-30,2007,Oct
6.5,140,Data not yet checked,2007-10-31,2007,Oct
7,140,Data not yet checked,2007-11-01,2007,Nov
5.9,140,Data not yet checked,2007-11-02,2007,Nov
6.5,140,Data not yet checked,2007-11-03,2007,Nov
8.2,140,Data not yet checked,2007-11-04,2007,Nov
7.6,140,Data not yet checked,2007-11-05,2007,Nov
6.7,140,Data not yet checked,2007-11-06,2007,Nov
7,140,Data not yet checked,2007-11-07,2007,Nov
7.7,140,Data not yet checked,2007-11-08,2007,Nov
7.6,140,Data not yet checked,2007-11-09,2007,Nov
8,140,Data not yet checked,2007-11-10,2007,Nov
6.5,140,Data not yet checked,2007-11-11,2007,Nov
7.1,140,Data not yet checked,2007-11-12,2007,Nov
7,140,Data not yet checked,2007-11-13,2007,Nov
5.1,140,Data not yet checked,2007-11-14,2007,Nov
6.3,140,Data not yet checked,2007-11-15,2007,Nov
8.4,140,Data not yet checked,2007-11-16,2007,Nov
9.2,140,Data not yet checked,2007-11-17,2007,Nov
7.9,140,Data not yet checked,2007-11-18,2007,Nov
6.1,140,Data not yet checked,2007-11-19,2007,Nov
5.6,140,Data not yet checked,2007-11-20,2007,Nov
4.1,140,Data not yet checked,2007-11-21,2007,Nov
3.8,140,Data not yet checked,2007-11-22,2007,Nov
3.4,140,Data not yet checked,2007-11-23,2007,Nov
3,140,Data not yet checked,2007-11-24,2007,Nov
2.6,140,Data not yet checked,2007-11-25,2007,Nov
2.6,140,Data not yet checked,2007-11-26,2007,Nov
2.8,140,Data not yet checked,2007-11-27,2007,Nov
3.4,140,Data not yet checked,2007-11-28,2007,Nov
3.6,140,Data not yet checked,2007-11-29,2007,Nov
3.4,140,Data not yet checked,2007-11-30,2007,Nov
2.5,140,Data not yet checked,2007-12-01,2007,Dec
3.3,140,Data not yet checked,2007-12-02,2007,Dec
6.6,140,Data not yet checked,2007-12-03,2007,Dec
7.3,140,Data not yet checked,2007-12-04,2007,Dec
6.6,140,Data not yet checked,2007-12-05,2007,Dec
6,140,Data not yet checked,2007-12-06,2007,Dec
4.6,140,Data not yet checked,2007-12-07,2007,Dec
4.1,140,Data not yet checked,2007-12-08,2007,Dec
2.2,140,Data not yet checked,2007-12-09,2007,Dec
2.7,140,Data not yet checked,2007-12-10,2007,Dec
2.5,140,Data not yet checked,2007-12-11,2007,Dec
2.4,140,Data not yet checked,2007-12-12,2007,Dec
2.8,140,Data not yet checked,2007-12-13,2007,Dec
3,140,Data not yet checked,2007-12-14,2007,Dec
3.6,140,Data not yet checked,2007-12-15,2007,Dec
3.5,140,Data not yet checked,2007-12-16,2007,Dec
4.2,140,Data not yet checked,2007-12-17,2007,Dec
4.6,140,Data not yet checked,2007-12-18,2007,Dec
5.2,140,Data not yet checked,2007-12-19,2007,Dec
5,140,Data not yet checked,2007-12-20,2007,Dec
3.2,140,Data not yet checked,2007-12-21,2007,Dec
2.9,140,Data not yet checked,2007-12-22,2007,Dec
4,140,Data not yet checked,2007-12-23,2007,Dec
4.5,140,Data not yet checked,2007-12-24,2007,Dec
3.4,140,Data not yet checked,2007-12-25,2007,Dec
3.3,140,Data not yet checked,2007-12-26,2007,Dec
3,140,Data not yet checked,2007-12-27,2007,Dec
