Result,QUALITY,QUALITY_KEY,Date,Year,Month
-23,1,Good quality REVIEWED data,2002-08-27,2002,Aug
-23.02,1,Good quality REVIEWED data,2002-08-28,2002,Aug
-23.02,1,Good quality REVIEWED data,2002-08-29,2002,Aug
-23.02,1,Good quality REVIEWED data,2002-08-30,2002,Aug
-23.01,1,Good quality REVIEWED data,2002-08-31,2002,Aug
-23.01,1,Good quality REVIEWED data,2002-09-01,2002,Sep
-23.02,1,Good quality REVIEWED data,2002-09-02,2002,Sep
-23.03,77,"Estimated from another station, same variable",2002-09-03,2002,Sep
-23.03,77,"Estimated from another station, same variable",2002-09-04,2002,Sep
-23.02,77,"Estimated from another station, same variable",2002-09-05,2002,Sep
-22.96,77,"Estimated from another station, same variable",2002-09-06,2002,Sep
-22.95,77,"Estimated from another station, same variable",2002-09-07,2002,Sep
-22.96,77,"Estimated from another station, same variable",2002-09-08,2002,Sep
-22.97,77,"Estimated from another station, same variable",2002-09-09,2002,Sep
-22.98,77,"Estimated from another station, same variable",2002-09-10,2002,Sep
-23.02,77,"Estimated from another station, same variable",2002-09-11,2002,Sep
-23.04,77,"Estimated from another station, same variable",2002-09-12,2002,Sep
-23.07,77,"Estimated from another station, same variable",2002-09-13,2002,Sep
-23.08,77,"Estimated from another station, same variable",2002-09-14,2002,Sep
-23.08,77,"Estimated from another station, same variable",2002-09-15,2002,Sep
-23.08,77,"Estimated from another station, same variable",2002-09-16,2002,Sep
-23.01,77,"Estimated from another station, same variable",2002-09-17,2002,Sep
-22.91,77,"Estimated from another station, same variable",2002-09-18,2002,Sep
-22.93,1,Good quality REVIEWED data,2002-09-19,2002,Sep
-22.97,1,Good quality REVIEWED data,2002-09-20,2002,Sep
-22.96,1,Good quality REVIEWED data,2002-09-21,2002,Sep
-22.97,1,Good quality REVIEWED data,2002-09-22,2002,Sep
-22.99,1,Good quality REVIEWED data,2002-09-23,2002,Sep
-22.99,1,Good quality REVIEWED data,2002-09-24,2002,Sep
-22.99,1,Good quality REVIEWED data,2002-09-25,2002,Sep
-22.98,1,Good quality REVIEWED data,2002-09-26,2002,Sep
-22.98,1,Good quality REVIEWED data,2002-09-27,2002,Sep
-22.97,1,Good quality REVIEWED data,2002-09-28,2002,Sep
-22.97,1,Good quality REVIEWED data,2002-09-29,2002,Sep
-22.93,1,Good quality REVIEWED data,2002-09-30,2002,Sep
-22.93,1,Good quality REVIEWED data,2002-10-01,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-02,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-03,2002,Oct
-22.87,1,Good quality REVIEWED data,2002-10-04,2002,Oct
-22.88,1,Good quality REVIEWED data,2002-10-05,2002,Oct
-22.9,1,Good quality REVIEWED data,2002-10-06,2002,Oct
-22.92,1,Good quality REVIEWED data,2002-10-07,2002,Oct
-22.93,1,Good quality REVIEWED data,2002-10-08,2002,Oct
-22.94,1,Good quality REVIEWED data,2002-10-09,2002,Oct
-22.93,1,Good quality REVIEWED data,2002-10-10,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-11,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-12,2002,Oct
-22.91,77,"Estimated from another station, same variable",2002-10-13,2002,Oct
-22.89,77,"Estimated from another station, same variable",2002-10-14,2002,Oct
-22.89,77,"Estimated from another station, same variable",2002-10-15,2002,Oct
-22.91,77,"Estimated from another station, same variable",2002-10-16,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-17,2002,Oct
-22.91,1,Good quality REVIEWED data,2002-10-18,2002,Oct
-22.92,1,Good quality REVIEWED data,2002-10-19,2002,Oct
-22.92,1,Good quality REVIEWED data,2002-10-20,2002,Oct
-22.9,1,Good quality REVIEWED data,2002-10-21,2002,Oct
-22.9,1,Good quality REVIEWED data,2002-10-22,2002,Oct
-22.9,1,Good quality REVIEWED data,2002-10-23,2002,Oct
-22.89,1,Good quality REVIEWED data,2002-10-24,2002,Oct
-22.89,1,Good quality REVIEWED data,2002-10-25,2002,Oct
-22.88,1,Good quality REVIEWED data,2002-10-26,2002,Oct
-22.88,1,Good quality REVIEWED data,2002-10-27,2002,Oct
-22.87,1,Good quality REVIEWED data,2002-10-28,2002,Oct
-22.83,1,Good quality REVIEWED data,2002-10-29,2002,Oct
-22.83,1,Good quality REVIEWED data,2002-10-30,2002,Oct
-22.86,1,Good quality REVIEWED data,2002-10-31,2002,Oct
-22.86,1,Good quality REVIEWED data,2002-11-01,2002,Nov
-22.85,1,Good quality REVIEWED data,2002-11-02,2002,Nov
-22.84,82,Linear interpolation across gap in records.,2002-11-03,2002,Nov
-22.84,1,Good quality REVIEWED data,2002-11-04,2002,Nov
-22.83,1,Good quality REVIEWED data,2002-11-05,2002,Nov
-22.82,1,Good quality REVIEWED data,2002-11-06,2002,Nov
-22.83,1,Good quality REVIEWED data,2002-11-07,2002,Nov
-22.72,1,Good quality REVIEWED data,2002-11-08,2002,Nov
-22.66,1,Good quality REVIEWED data,2002-11-09,2002,Nov
-22.64,1,Good quality REVIEWED data,2002-11-10,2002,Nov
-22.74,1,Good quality REVIEWED data,2002-11-11,2002,Nov
-22.78,1,Good quality REVIEWED data,2002-11-12,2002,Nov
-22.76,1,Good quality REVIEWED data,2002-11-13,2002,Nov
-22.74,1,Good quality REVIEWED data,2002-11-14,2002,Nov
-22.77,1,Good quality REVIEWED data,2002-11-15,2002,Nov
-22.8,1,Good quality REVIEWED data,2002-11-16,2002,Nov
-22.82,1,Good quality REVIEWED data,2002-11-17,2002,Nov
-22.82,1,Good quality REVIEWED data,2002-11-18,2002,Nov
-22.82,1,Good quality REVIEWED data,2002-11-19,2002,Nov
-22.81,1,Good quality REVIEWED data,2002-11-20,2002,Nov
4.1,50,Estimated data,2007-01-18,2007,Jan
4.05,50,Estimated data,2007-01-19,2007,Jan
4.08,50,Estimated data,2007-01-20,2007,Jan
4.02,50,Estimated data,2007-01-21,2007,Jan
3.99,50,Estimated data,2007-01-22,2007,Jan
3.99,50,Estimated data,2007-01-23,2007,Jan
3.99,50,Estimated data,2007-01-24,2007,Jan
3.98,50,Estimated data,2007-01-25,2007,Jan
3.96,50,Estimated data,2007-01-26,2007,Jan
3.94,50,Estimated data,2007-01-27,2007,Jan
3.92,50,Estimated data,2007-01-28,2007,Jan
3.9,50,Estimated data,2007-01-29,2007,Jan
3.89,50,Estimated data,2007-01-30,2007,Jan
3.87,50,Estimated data,2007-01-31,2007,Jan
3.85,50,Estimated data,2007-02-01,2007,Feb
3.79,50,Estimated data,2007-02-02,2007,Feb
3.82,50,Estimated data,2007-02-03,2007,Feb
3.93,50,Estimated data,2007-02-04,2007,Feb
3.99,50,Estimated data,2007-02-05,2007,Feb
4.07,50,Estimated data,2007-02-06,2007,Feb
4.1,50,Estimated data,2007-02-07,2007,Feb
4.13,50,Estimated data,2007-02-08,2007,Feb
4.31,50,Estimated data,2007-02-09,2007,Feb
4.45,50,Estimated data,2007-02-10,2007,Feb
4.53,50,Estimated data,2007-02-11,2007,Feb
4.57,50,Estimated data,2007-02-12,2007,Feb
4.49,50,Estimated data,2007-02-13,2007,Feb
4.41,50,Estimated data,2007-02-14,2007,Feb
4.48,50,Estimated data,2007-02-15,2007,Feb
4.69,50,Estimated data,2007-02-16,2007,Feb
4.64,50,Estimated data,2007-02-17,2007,Feb
4.62,50,Estimated data,2007-02-18,2007,Feb
4.56,50,Estimated data,2007-02-19,2007,Feb
4.56,50,Estimated data,2007-02-20,2007,Feb
4.52,50,Estimated data,2007-02-21,2007,Feb
4.47,50,Estimated data,2007-02-22,2007,Feb
4.42,50,Estimated data,2007-02-23,2007,Feb
4.34,50,Estimated data,2007-02-24,2007,Feb
4.32,50,Estimated data,2007-02-25,2007,Feb
4.33,50,Estimated data,2007-02-26,2007,Feb
4.28,50,Estimated data,2007-02-27,2007,Feb
4.25,50,Estimated data,2007-02-28,2007,Feb
4.2,50,Estimated data,2007-03-01,2007,Mar
4.14,50,Estimated data,2007-03-02,2007,Mar
4.11,50,Estimated data,2007-03-03,2007,Mar
4.18,50,Estimated data,2007-03-04,2007,Mar
4.28,50,Estimated data,2007-03-05,2007,Mar
4.43,50,Estimated data,2007-03-06,2007,Mar
4.54,50,Estimated data,2007-03-07,2007,Mar
5.04,50,Estimated data,2007-03-08,2007,Mar
4.83,50,Estimated data,2007-03-09,2007,Mar
4.66,50,Estimated data,2007-03-10,2007,Mar
4.59,50,Estimated data,2007-03-11,2007,Mar
4.81,50,Estimated data,2007-03-12,2007,Mar
5,50,Estimated data,2007-03-13,2007,Mar
4.81,50,Estimated data,2007-03-14,2007,Mar
4.6,50,Estimated data,2007-03-15,2007,Mar
4.45,50,Estimated data,2007-03-16,2007,Mar
4.36,50,Estimated data,2007-03-17,2007,Mar
4.3,50,Estimated data,2007-03-18,2007,Mar
4.26,50,Estimated data,2007-03-19,2007,Mar
4.36,50,Estimated data,2007-03-20,2007,Mar
4.26,50,Estimated data,2007-03-21,2007,Mar
4.18,50,Estimated data,2007-03-22,2007,Mar
4.16,50,Estimated data,2007-03-23,2007,Mar
4.12,50,Estimated data,2007-03-24,2007,Mar
4.53,50,Estimated data,2007-03-25,2007,Mar
4.69,50,Estimated data,2007-03-26,2007,Mar
4.72,50,Estimated data,2007-03-27,2007,Mar
4.6,50,Estimated data,2007-03-28,2007,Mar
4.5,50,Estimated data,2007-03-29,2007,Mar
4.42,50,Estimated data,2007-03-30,2007,Mar
4.33,50,Estimated data,2007-03-31,2007,Mar
4.36,50,Estimated data,2007-04-01,2007,Apr
4.25,50,Estimated data,2007-04-02,2007,Apr
4.16,50,Estimated data,2007-04-03,2007,Apr
4.1,50,Estimated data,2007-04-04,2007,Apr
4.03,50,Estimated data,2007-04-05,2007,Apr
3.98,50,Estimated data,2007-04-06,2007,Apr
3.96,50,Estimated data,2007-04-07,2007,Apr
3.96,50,Estimated data,2007-04-08,2007,Apr
4.06,50,Estimated data,2007-04-09,2007,Apr
3.99,50,Estimated data,2007-04-10,2007,Apr
3.93,50,Estimated data,2007-04-11,2007,Apr
3.89,50,Estimated data,2007-04-12,2007,Apr
3.84,50,Estimated data,2007-04-13,2007,Apr
3.82,50,Estimated data,2007-04-14,2007,Apr
3.84,50,Estimated data,2007-04-15,2007,Apr
3.79,50,Estimated data,2007-04-16,2007,Apr
3.82,50,Estimated data,2007-04-17,2007,Apr
3.79,50,Estimated data,2007-04-18,2007,Apr
3.76,50,Estimated data,2007-04-19,2007,Apr
3.74,50,Estimated data,2007-04-20,2007,Apr
3.73,50,Estimated data,2007-04-21,2007,Apr
3.75,50,Estimated data,2007-04-22,2007,Apr
3.79,50,Estimated data,2007-04-23,2007,Apr
3.76,50,Estimated data,2007-04-24,2007,Apr
3.75,50,Estimated data,2007-04-25,2007,Apr
3.74,50,Estimated data,2007-04-26,2007,Apr
3.72,50,Estimated data,2007-04-27,2007,Apr
3.71,50,Estimated data,2007-04-28,2007,Apr
3.72,50,Estimated data,2007-04-29,2007,Apr
3.71,50,Estimated data,2007-04-30,2007,Apr
3.69,50,Estimated data,2007-05-01,2007,May
3.77,50,Estimated data,2007-05-02,2007,May
3.8,50,Estimated data,2007-05-03,2007,May
3.73,50,Estimated data,2007-05-04,2007,May
3.67,50,Estimated data,2007-05-05,2007,May
3.63,50,Estimated data,2007-05-06,2007,May
3.6,50,Estimated data,2007-05-07,2007,May
3.59,50,Estimated data,2007-05-08,2007,May
3.6,50,Estimated data,2007-05-09,2007,May
3.59,50,Estimated data,2007-05-10,2007,May
3.58,50,Estimated data,2007-05-11,2007,May
3.56,50,Estimated data,2007-05-12,2007,May
3.56,50,Estimated data,2007-05-13,2007,May
3.52,50,Estimated data,2007-05-14,2007,May
3.48,50,Estimated data,2007-05-15,2007,May
3.45,50,Estimated data,2007-05-16,2007,May
3.44,50,Estimated data,2007-05-17,2007,May
3.41,50,Estimated data,2007-05-18,2007,May
3.4,50,Estimated data,2007-05-19,2007,May
3.39,50,Estimated data,2007-05-20,2007,May
3.44,50,Estimated data,2007-05-21,2007,May
3.44,50,Estimated data,2007-05-22,2007,May
3.41,50,Estimated data,2007-05-23,2007,May
3.37,50,Estimated data,2007-05-24,2007,May
3.34,50,Estimated data,2007-05-25,2007,May
3.32,50,Estimated data,2007-05-26,2007,May
3.31,50,Estimated data,2007-05-27,2007,May
3.29,50,Estimated data,2007-05-28,2007,May
3.28,50,Estimated data,2007-05-29,2007,May
3.25,50,Estimated data,2007-05-30,2007,May
3.24,50,Estimated data,2007-05-31,2007,May
3.22,1,Good quality REVIEWED data,2007-06-01,2007,Jun
3.21,1,Good quality REVIEWED data,2007-06-02,2007,Jun
3.2,1,Good quality REVIEWED data,2007-06-03,2007,Jun
3.2,1,Good quality REVIEWED data,2007-06-04,2007,Jun
3.35,1,Good quality REVIEWED data,2007-06-05,2007,Jun
3.35,1,Good quality REVIEWED data,2007-06-06,2007,Jun
3.29,1,Good quality REVIEWED data,2007-06-07,2007,Jun
3.25,1,Good quality REVIEWED data,2007-06-08,2007,Jun
3.23,1,Good quality REVIEWED data,2007-06-09,2007,Jun
3.33,1,Good quality REVIEWED data,2007-06-10,2007,Jun
3.32,1,Good quality REVIEWED data,2007-06-11,2007,Jun
3.26,1,Good quality REVIEWED data,2007-06-12,2007,Jun
3.23,1,Good quality REVIEWED data,2007-06-13,2007,Jun
3.22,1,Good quality REVIEWED data,2007-06-14,2007,Jun
3.2,1,Good quality REVIEWED data,2007-06-15,2007,Jun
3.2,1,Good quality REVIEWED data,2007-06-16,2007,Jun
3.2,1,Good quality REVIEWED data,2007-06-17,2007,Jun
3.19,1,Good quality REVIEWED data,2007-06-18,2007,Jun
3.17,1,Good quality REVIEWED data,2007-06-19,2007,Jun
3.15,1,Good quality REVIEWED data,2007-06-20,2007,Jun
3.12,1,Good quality REVIEWED data,2007-06-21,2007,Jun
3.12,1,Good quality REVIEWED data,2007-06-22,2007,Jun
3.09,1,Good quality REVIEWED data,2007-06-23,2007,Jun
3.1,1,Good quality REVIEWED data,2007-06-24,2007,Jun
3.13,1,Good quality REVIEWED data,2007-06-25,2007,Jun
3.11,1,Good quality REVIEWED data,2007-06-26,2007,Jun
3.1,1,Good quality REVIEWED data,2007-06-27,2007,Jun
3.08,1,Good quality REVIEWED data,2007-06-28,2007,Jun
3.09,1,Good quality REVIEWED data,2007-06-29,2007,Jun
3.11,1,Good quality REVIEWED data,2007-06-30,2007,Jun
3.09,1,Good quality REVIEWED data,2007-07-01,2007,Jul
3.07,1,Good quality REVIEWED data,2007-07-02,2007,Jul
3.05,1,Good quality REVIEWED data,2007-07-03,2007,Jul
3.04,1,Good quality REVIEWED data,2007-07-04,2007,Jul
3.03,1,Good quality REVIEWED data,2007-07-05,2007,Jul
3.01,1,Good quality REVIEWED data,2007-07-06,2007,Jul
3.01,1,Good quality REVIEWED data,2007-07-07,2007,Jul
3,1,Good quality REVIEWED data,2007-07-08,2007,Jul
3,1,Good quality REVIEWED data,2007-07-09,2007,Jul
2.99,1,Good quality REVIEWED data,2007-07-10,2007,Jul
2.98,1,Good quality REVIEWED data,2007-07-11,2007,Jul
2.99,1,Good quality REVIEWED data,2007-07-12,2007,Jul
3.01,1,Good quality REVIEWED data,2007-07-13,2007,Jul
3.03,1,Good quality REVIEWED data,2007-07-14,2007,Jul
3,1,Good quality REVIEWED data,2007-07-15,2007,Jul
2.99,1,Good quality REVIEWED data,2007-07-16,2007,Jul
2.99,1,Good quality REVIEWED data,2007-07-17,2007,Jul
3,82,Linear interpolation across gap in records.,2007-07-18,2007,Jul
3.08,1,Good quality REVIEWED data,2007-07-19,2007,Jul
3.07,1,Good quality REVIEWED data,2007-07-20,2007,Jul
3.05,1,Good quality REVIEWED data,2007-07-21,2007,Jul
3.02,1,Good quality REVIEWED data,2007-07-22,2007,Jul
3,1,Good quality REVIEWED data,2007-07-23,2007,Jul
2.98,1,Good quality REVIEWED data,2007-07-24,2007,Jul
2.98,1,Good quality REVIEWED data,2007-07-25,2007,Jul
2.95,1,Good quality REVIEWED data,2007-07-26,2007,Jul
2.92,1,Good quality REVIEWED data,2007-07-27,2007,Jul
2.92,1,Good quality REVIEWED data,2007-07-28,2007,Jul
2.91,1,Good quality REVIEWED data,2007-07-29,2007,Jul
2.92,1,Good quality REVIEWED data,2007-07-30,2007,Jul
2.95,1,Good quality REVIEWED data,2007-07-31,2007,Jul
2.95,1,Good quality REVIEWED data,2007-08-01,2007,Aug
2.94,1,Good quality REVIEWED data,2007-08-02,2007,Aug
2.93,1,Good quality REVIEWED data,2007-08-03,2007,Aug
2.93,1,Good quality REVIEWED data,2007-08-04,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-05,2007,Aug
2.96,1,Good quality REVIEWED data,2007-08-06,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-07,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-08,2007,Aug
2.96,1,Good quality REVIEWED data,2007-08-09,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-10,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-11,2007,Aug
2.94,1,Good quality REVIEWED data,2007-08-12,2007,Aug
2.94,1,Good quality REVIEWED data,2007-08-13,2007,Aug
2.93,1,Good quality REVIEWED data,2007-08-14,2007,Aug
2.92,1,Good quality REVIEWED data,2007-08-15,2007,Aug
2.92,1,Good quality REVIEWED data,2007-08-16,2007,Aug
2.93,1,Good quality REVIEWED data,2007-08-17,2007,Aug
2.94,1,Good quality REVIEWED data,2007-08-18,2007,Aug
3,1,Good quality REVIEWED data,2007-08-19,2007,Aug
3.09,1,Good quality REVIEWED data,2007-08-20,2007,Aug
3.07,1,Good quality REVIEWED data,2007-08-21,2007,Aug
3.02,1,Good quality REVIEWED data,2007-08-22,2007,Aug
2.99,1,Good quality REVIEWED data,2007-08-23,2007,Aug
2.97,1,Good quality REVIEWED data,2007-08-24,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-25,2007,Aug
2.94,1,Good quality REVIEWED data,2007-08-26,2007,Aug
2.95,1,Good quality REVIEWED data,2007-08-27,2007,Aug
2.98,1,Good quality REVIEWED data,2007-08-28,2007,Aug
2.98,1,Good quality REVIEWED data,2007-08-29,2007,Aug
2.97,1,Good quality REVIEWED data,2007-08-30,2007,Aug
2.97,1,Good quality REVIEWED data,2007-08-31,2007,Aug
3.03,1,Good quality REVIEWED data,2007-09-01,2007,Sep
3.02,1,Good quality REVIEWED data,2007-09-02,2007,Sep
2.99,1,Good quality REVIEWED data,2007-09-03,2007,Sep
2.97,1,Good quality REVIEWED data,2007-09-04,2007,Sep
2.98,1,Good quality REVIEWED data,2007-09-05,2007,Sep
2.97,1,Good quality REVIEWED data,2007-09-06,2007,Sep
2.97,1,Good quality REVIEWED data,2007-09-07,2007,Sep
2.97,1,Good quality REVIEWED data,2007-09-08,2007,Sep
2.98,1,Good quality REVIEWED data,2007-09-09,2007,Sep
2.96,1,Good quality REVIEWED data,2007-09-10,2007,Sep
2.96,1,Good quality REVIEWED data,2007-09-11,2007,Sep
2.95,1,Good quality REVIEWED data,2007-09-12,2007,Sep
2.96,1,Good quality REVIEWED data,2007-09-13,2007,Sep
2.96,1,Good quality REVIEWED data,2007-09-14,2007,Sep
2.97,1,Good quality REVIEWED data,2007-09-15,2007,Sep
2.98,1,Good quality REVIEWED data,2007-09-16,2007,Sep
2.99,1,Good quality REVIEWED data,2007-09-17,2007,Sep
2.99,1,Good quality REVIEWED data,2007-09-18,2007,Sep
3,1,Good quality REVIEWED data,2007-09-19,2007,Sep
3.01,1,Good quality REVIEWED data,2007-09-20,2007,Sep
3.01,1,Good quality REVIEWED data,2007-09-21,2007,Sep
3.01,1,Good quality REVIEWED data,2007-09-22,2007,Sep
3.02,1,Good quality REVIEWED data,2007-09-23,2007,Sep
3.02,1,Good quality REVIEWED data,2007-09-24,2007,Sep
3.02,1,Good quality REVIEWED data,2007-09-25,2007,Sep
3.01,1,Good quality REVIEWED data,2007-09-26,2007,Sep
3.01,1,Good quality REVIEWED data,2007-09-27,2007,Sep
3.02,1,Good quality REVIEWED data,2007-09-28,2007,Sep
3.06,1,Good quality REVIEWED data,2007-09-29,2007,Sep
3.05,1,Good quality REVIEWED data,2007-09-30,2007,Sep
3.07,1,Good quality REVIEWED data,2007-10-01,2007,Oct
3.05,1,Good quality REVIEWED data,2007-10-02,2007,Oct
3.16,1,Good quality REVIEWED data,2007-10-03,2007,Oct
3.16,1,Good quality REVIEWED data,2007-10-04,2007,Oct
3.14,1,Good quality REVIEWED data,2007-10-05,2007,Oct
3.12,1,Good quality REVIEWED data,2007-10-06,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-07,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-08,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-09,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-10,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-11,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-12,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-13,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-14,2007,Oct
3.1,1,Good quality REVIEWED data,2007-10-15,2007,Oct
3.12,1,Good quality REVIEWED data,2007-10-16,2007,Oct
3.15,1,Good quality REVIEWED data,2007-10-17,2007,Oct
3.15,1,Good quality REVIEWED data,2007-10-18,2007,Oct
3.21,1,Good quality REVIEWED data,2007-10-19,2007,Oct
3.26,1,Good quality REVIEWED data,2007-10-20,2007,Oct
3.24,1,Good quality REVIEWED data,2007-10-21,2007,Oct
3.21,1,Good quality REVIEWED data,2007-10-22,2007,Oct
3.18,1,Good quality REVIEWED data,2007-10-23,2007,Oct
3.16,1,Good quality REVIEWED data,2007-10-24,2007,Oct
3.15,1,Good quality REVIEWED data,2007-10-25,2007,Oct
3.16,1,Good quality REVIEWED data,2007-10-26,2007,Oct
3.15,1,Good quality REVIEWED data,2007-10-27,2007,Oct
