Result,QUALITY,QUALITY_KEY,Date,Year,Month
3.1,140,Data not yet checked,2003-12-27,2003,Dec
3.7,140,Data not yet checked,2003-12-28,2003,Dec
3.2,140,Data not yet checked,2003-12-29,2003,Dec
1.5,140,Data not yet checked,2003-12-30,2003,Dec
2.4,140,Data not yet checked,2003-12-31,2003,Dec
2.3,140,Data not yet checked,2004-01-01,2004,Jan
3.1,140,Data not yet checked,2004-01-02,2004,Jan
2.5,140,Data not yet checked,2004-01-03,2004,Jan
0.3,140,Data not yet checked,2004-01-04,2004,Jan
0.0,140,Data not yet checked,2004-01-05,2004,Jan
0.0,140,Data not yet checked,2004-01-06,2004,Jan
0.0,140,Data not yet checked,2004-01-07,2004,Jan
0.0,140,Data not yet checked,2004-01-08,2004,Jan
2.2,140,Data not yet checked,2004-01-09,2004,Jan
3.9,140,Data not yet checked,2004-01-10,2004,Jan
3.6,140,Data not yet checked,2004-01-11,2004,Jan
3.2,140,Data not yet checked,2004-01-12,2004,Jan
3.6,140,Data not yet checked,2004-01-13,2004,Jan
3.3,140,Data not yet checked,2004-01-14,2004,Jan
4.2,140,Data not yet checked,2004-01-15,2004,Jan
4.9,140,Data not yet checked,2004-01-16,2004,Jan
4.5,140,Data not yet checked,2004-01-17,2004,Jan
4.4,140,Data not yet checked,2004-01-18,2004,Jan
5.0,140,Data not yet checked,2004-01-19,2004,Jan
4.9,140,Data not yet checked,2004-01-20,2004,Jan
5.0,140,Data not yet checked,2004-01-21,2004,Jan
4.7,140,Data not yet checked,2004-01-22,2004,Jan
5.0,140,Data not yet checked,2004-01-23,2004,Jan
5.1,140,Data not yet checked,2004-01-24,2004,Jan
4.2,140,Data not yet checked,2004-01-25,2004,Jan
4.9,140,Data not yet checked,2004-01-26,2004,Jan
5.6,140,Data not yet checked,2004-01-27,2004,Jan
6.3,140,Data not yet checked,2004-01-28,2004,Jan
7.2,140,Data not yet checked,2004-01-29,2004,Jan
5.9,140,Data not yet checked,2004-01-30,2004,Jan
4.5,140,Data not yet checked,2004-01-31,2004,Jan
4.8,140,Data not yet checked,2004-02-01,2004,Feb
4.6,140,Data not yet checked,2004-02-02,2004,Feb
5.0,140,Data not yet checked,2004-02-03,2004,Feb
5.3,140,Data not yet checked,2004-02-04,2004,Feb
4.9,140,Data not yet checked,2004-02-05,2004,Feb
4.8,140,Data not yet checked,2004-02-06,2004,Feb
5.5,140,Data not yet checked,2004-02-07,2004,Feb
5.2,140,Data not yet checked,2004-02-08,2004,Feb
5.6,140,Data not yet checked,2004-02-09,2004,Feb
5.2,140,Data not yet checked,2004-02-10,2004,Feb
4.3,140,Data not yet checked,2004-02-11,2004,Feb
3.7,140,Data not yet checked,2004-02-12,2004,Feb
3.5,140,Data not yet checked,2004-02-13,2004,Feb
4.9,140,Data not yet checked,2004-02-14,2004,Feb
5.8,140,Data not yet checked,2004-02-15,2004,Feb
5.2,140,Data not yet checked,2004-02-16,2004,Feb
6.1,140,Data not yet checked,2004-02-17,2004,Feb
7.1,140,Data not yet checked,2004-02-18,2004,Feb
6.1,140,Data not yet checked,2004-02-19,2004,Feb
5.6,140,Data not yet checked,2004-02-20,2004,Feb
5.5,140,Data not yet checked,2004-02-21,2004,Feb
5.4,140,Data not yet checked,2004-02-22,2004,Feb
6.0,140,Data not yet checked,2004-02-23,2004,Feb
6.4,140,Data not yet checked,2004-02-24,2004,Feb
5.6,140,Data not yet checked,2004-02-25,2004,Feb
7.0,140,Data not yet checked,2004-02-26,2004,Feb
6.8,140,Data not yet checked,2004-02-27,2004,Feb
6.6,140,Data not yet checked,2004-02-28,2004,Feb
6.1,140,Data not yet checked,2004-02-29,2004,Feb
5.6,140,Data not yet checked,2004-03-01,2004,Mar
6.2,140,Data not yet checked,2004-03-02,2004,Mar
4.7,140,Data not yet checked,2004-03-03,2004,Mar
5.7,140,Data not yet checked,2004-03-04,2004,Mar
5.2,140,Data not yet checked,2004-03-05,2004,Mar
5.6,140,Data not yet checked,2004-03-06,2004,Mar
7.4,140,Data not yet checked,2004-03-07,2004,Mar
8.6,140,Data not yet checked,2004-03-08,2004,Mar
8.3,140,Data not yet checked,2004-03-09,2004,Mar
7.5,140,Data not yet checked,2004-03-10,2004,Mar
7.0,140,Data not yet checked,2004-03-11,2004,Mar
7.3,140,Data not yet checked,2004-03-12,2004,Mar
7.0,140,Data not yet checked,2004-03-13,2004,Mar
7.5,140,Data not yet checked,2004-03-14,2004,Mar
7.4,140,Data not yet checked,2004-03-15,2004,Mar
8.2,140,Data not yet checked,2004-03-16,2004,Mar
9.1,140,Data not yet checked,2004-03-17,2004,Mar
9.1,140,Data not yet checked,2004-03-18,2004,Mar
7.3,140,Data not yet checked,2004-03-19,2004,Mar
7.3,140,Data not yet checked,2004-03-20,2004,Mar
8.5,140,Data not yet checked,2004-03-21,2004,Mar
9.3,140,Data not yet checked,2004-03-22,2004,Mar
9.5,140,Data not yet checked,2004-03-23,2004,Mar
8.0,140,Data not yet checked,2004-03-24,2004,Mar
8.3,140,Data not yet checked,2004-03-25,2004,Mar
8.0,140,Data not yet checked,2004-03-26,2004,Mar
8.0,140,Data not yet checked,2004-03-27,2004,Mar
8.4,140,Data not yet checked,2004-03-28,2004,Mar
9.3,140,Data not yet checked,2004-03-29,2004,Mar
9.9,140,Data not yet checked,2004-03-30,2004,Mar
7.8,140,Data not yet checked,2004-03-31,2004,Mar
7.2,140,Data not yet checked,2004-04-01,2004,Apr
8.0,140,Data not yet checked,2004-04-02,2004,Apr
9.2,140,Data not yet checked,2004-04-03,2004,Apr
10.5,140,Data not yet checked,2004-04-04,2004,Apr
9.6,140,Data not yet checked,2004-04-05,2004,Apr
10.1,140,Data not yet checked,2004-04-06,2004,Apr
10.3,140,Data not yet checked,2004-04-07,2004,Apr
10.0,140,Data not yet checked,2004-04-08,2004,Apr
9.8,140,Data not yet checked,2004-04-09,2004,Apr
10.0,140,Data not yet checked,2004-04-10,2004,Apr
10.3,140,Data not yet checked,2004-04-11,2004,Apr
10.9,140,Data not yet checked,2004-04-12,2004,Apr
10.5,140,Data not yet checked,2004-04-13,2004,Apr
9.8,140,Data not yet checked,2004-04-14,2004,Apr
8.1,140,Data not yet checked,2004-04-15,2004,Apr
8.1,140,Data not yet checked,2004-04-16,2004,Apr
8.4,140,Data not yet checked,2004-04-17,2004,Apr
8.8,140,Data not yet checked,2004-04-18,2004,Apr
8.6,140,Data not yet checked,2004-04-19,2004,Apr
9.6,140,Data not yet checked,2004-04-20,2004,Apr
9.2,140,Data not yet checked,2004-04-21,2004,Apr
10.0,140,Data not yet checked,2004-04-22,2004,Apr
9.8,140,Data not yet checked,2004-04-23,2004,Apr
10.3,140,Data not yet checked,2004-04-24,2004,Apr
10.8,140,Data not yet checked,2004-04-25,2004,Apr
12.2,140,Data not yet checked,2004-04-26,2004,Apr
11.7,140,Data not yet checked,2004-04-27,2004,Apr
9.8,140,Data not yet checked,2004-04-28,2004,Apr
10.2,140,Data not yet checked,2004-04-29,2004,Apr
11.2,140,Data not yet checked,2004-04-30,2004,Apr
12.1,140,Data not yet checked,2004-05-01,2004,May
12.8,140,Data not yet checked,2004-05-02,2004,May
12.3,140,Data not yet checked,2004-05-03,2004,May
11.9,140,Data not yet checked,2004-05-04,2004,May
11.4,140,Data not yet checked,2004-05-05,2004,May
11.0,140,Data not yet checked,2004-05-06,2004,May
11.9,140,Data not yet checked,2004-05-07,2004,May
11.6,140,Data not yet checked,2004-05-08,2004,May
11.4,140,Data not yet checked,2004-05-09,2004,May
9.8,140,Data not yet checked,2004-05-10,2004,May
8.9,140,Data not yet checked,2004-05-11,2004,May
9.8,140,Data not yet checked,2004-05-12,2004,May
10.1,140,Data not yet checked,2004-05-13,2004,May
11.3,140,Data not yet checked,2004-05-14,2004,May
10.6,140,Data not yet checked,2004-05-15,2004,May
10.3,140,Data not yet checked,2004-05-16,2004,May
11.6,140,Data not yet checked,2004-05-17,2004,May
11.6,140,Data not yet checked,2004-05-18,2004,May
11.9,140,Data not yet checked,2004-05-19,2004,May
11.6,140,Data not yet checked,2004-05-20,2004,May
11.4,140,Data not yet checked,2004-05-21,2004,May
10.6,140,Data not yet checked,2004-05-22,2004,May
9.8,140,Data not yet checked,2004-05-23,2004,May
10.8,140,Data not yet checked,2004-05-24,2004,May
11.6,140,Data not yet checked,2004-05-25,2004,May
11.8,140,Data not yet checked,2004-05-26,2004,May
11.9,140,Data not yet checked,2004-05-27,2004,May
10.6,140,Data not yet checked,2004-05-28,2004,May
10.8,140,Data not yet checked,2004-05-29,2004,May
11.2,140,Data not yet checked,2004-05-30,2004,May
11.7,140,Data not yet checked,2004-05-31,2004,May
12.1,140,Data not yet checked,2004-06-01,2004,Jun
13.0,140,Data not yet checked,2004-06-02,2004,Jun
14.0,140,Data not yet checked,2004-06-03,2004,Jun
15.2,140,Data not yet checked,2004-06-04,2004,Jun
14.4,140,Data not yet checked,2004-06-05,2004,Jun
13.8,140,Data not yet checked,2004-06-06,2004,Jun
11.9,140,Data not yet checked,2004-06-07,2004,Jun
11.8,140,Data not yet checked,2004-06-08,2004,Jun
11.1,140,Data not yet checked,2004-06-09,2004,Jun
11.5,140,Data not yet checked,2004-06-10,2004,Jun
12.2,140,Data not yet checked,2004-06-11,2004,Jun
12.1,140,Data not yet checked,2004-06-12,2004,Jun
13.6,140,Data not yet checked,2004-06-13,2004,Jun
13.4,140,Data not yet checked,2004-06-14,2004,Jun
13.6,140,Data not yet checked,2004-06-15,2004,Jun
13.8,140,Data not yet checked,2004-06-16,2004,Jun
14.8,140,Data not yet checked,2004-06-17,2004,Jun
15.2,140,Data not yet checked,2004-06-18,2004,Jun
15.3,140,Data not yet checked,2004-06-19,2004,Jun
15.8,140,Data not yet checked,2004-06-20,2004,Jun
16.6,140,Data not yet checked,2004-06-21,2004,Jun
17.5,140,Data not yet checked,2004-06-22,2004,Jun
17.9,140,Data not yet checked,2004-06-23,2004,Jun
18.6,140,Data not yet checked,2004-06-24,2004,Jun
19.1,140,Data not yet checked,2004-06-25,2004,Jun
18.3,140,Data not yet checked,2004-06-26,2004,Jun
18.3,140,Data not yet checked,2004-06-27,2004,Jun
18.2,140,Data not yet checked,2004-06-28,2004,Jun
17.7,140,Data not yet checked,2004-06-29,2004,Jun
18.7,140,Data not yet checked,2004-06-30,2004,Jun
19.1,140,Data not yet checked,2004-07-01,2004,Jul
18.2,140,Data not yet checked,2004-07-02,2004,Jul
18.3,140,Data not yet checked,2004-07-03,2004,Jul
17.8,140,Data not yet checked,2004-07-04,2004,Jul
18.2,140,Data not yet checked,2004-07-05,2004,Jul
18.2,140,Data not yet checked,2004-07-06,2004,Jul
17.2,140,Data not yet checked,2004-07-07,2004,Jul
16.4,140,Data not yet checked,2004-07-08,2004,Jul
17.0,140,Data not yet checked,2004-07-09,2004,Jul
17.0,140,Data not yet checked,2004-07-10,2004,Jul
17.1,140,Data not yet checked,2004-07-11,2004,Jul
17.8,140,Data not yet checked,2004-07-12,2004,Jul
18.3,140,Data not yet checked,2004-07-13,2004,Jul
19.2,140,Data not yet checked,2004-07-14,2004,Jul
20.1,140,Data not yet checked,2004-07-15,2004,Jul
20.0,140,Data not yet checked,2004-07-16,2004,Jul
19.0,140,Data not yet checked,2004-07-17,2004,Jul
18.5,140,Data not yet checked,2004-07-18,2004,Jul
18.9,140,Data not yet checked,2004-07-19,2004,Jul
18.9,140,Data not yet checked,2004-07-20,2004,Jul
18.5,140,Data not yet checked,2004-07-21,2004,Jul
18.9,140,Data not yet checked,2004-07-22,2004,Jul
19.6,140,Data not yet checked,2004-07-23,2004,Jul
20.3,140,Data not yet checked,2004-07-24,2004,Jul
20.2,140,Data not yet checked,2004-07-25,2004,Jul
19.1,140,Data not yet checked,2004-07-26,2004,Jul
18.5,140,Data not yet checked,2004-07-27,2004,Jul
18.9,140,Data not yet checked,2004-07-28,2004,Jul
19.5,140,Data not yet checked,2004-07-29,2004,Jul
19.4,140,Data not yet checked,2004-07-30,2004,Jul
19.1,140,Data not yet checked,2004-07-31,2004,Jul
19.6,140,Data not yet checked,2004-08-01,2004,Aug
19.8,140,Data not yet checked,2004-08-02,2004,Aug
18.4,140,Data not yet checked,2004-08-03,2004,Aug
18.8,140,Data not yet checked,2004-08-04,2004,Aug
18.0,140,Data not yet checked,2004-08-05,2004,Aug
17.5,140,Data not yet checked,2004-08-06,2004,Aug
17.4,140,Data not yet checked,2004-08-07,2004,Aug
17.7,140,Data not yet checked,2004-08-08,2004,Aug
18.3,140,Data not yet checked,2004-08-09,2004,Aug
18.8,140,Data not yet checked,2004-08-10,2004,Aug
19.3,140,Data not yet checked,2004-08-11,2004,Aug
19.4,140,Data not yet checked,2004-08-12,2004,Aug
19.5,140,Data not yet checked,2004-08-13,2004,Aug
19.4,140,Data not yet checked,2004-08-14,2004,Aug
19.9,140,Data not yet checked,2004-08-15,2004,Aug
19.5,140,Data not yet checked,2004-08-16,2004,Aug
19.0,140,Data not yet checked,2004-08-17,2004,Aug
19.6,140,Data not yet checked,2004-08-18,2004,Aug
19.7,140,Data not yet checked,2004-08-19,2004,Aug
19.7,140,Data not yet checked,2004-08-20,2004,Aug
19.2,140,Data not yet checked,2004-08-21,2004,Aug
17.1,140,Data not yet checked,2004-08-22,2004,Aug
16.3,140,Data not yet checked,2004-08-23,2004,Aug
16.1,140,Data not yet checked,2004-08-24,2004,Aug
16.0,140,Data not yet checked,2004-08-25,2004,Aug
16.1,140,Data not yet checked,2004-08-26,2004,Aug
16.5,140,Data not yet checked,2004-08-27,2004,Aug
16.5,140,Data not yet checked,2004-08-28,2004,Aug
17.0,140,Data not yet checked,2004-08-29,2004,Aug
17.4,140,Data not yet checked,2004-08-30,2004,Aug
17.6,140,Data not yet checked,2004-08-31,2004,Aug
17.1,140,Data not yet checked,2004-09-01,2004,Sep
15.3,140,Data not yet checked,2004-09-02,2004,Sep
14.5,140,Data not yet checked,2004-09-03,2004,Sep
15.1,140,Data not yet checked,2004-09-04,2004,Sep
15.4,140,Data not yet checked,2004-09-05,2004,Sep
15.1,140,Data not yet checked,2004-09-06,2004,Sep
15.2,140,Data not yet checked,2004-09-07,2004,Sep
15.5,140,Data not yet checked,2004-09-08,2004,Sep
15.0,140,Data not yet checked,2004-09-09,2004,Sep
15.1,140,Data not yet checked,2004-09-10,2004,Sep
16.0,140,Data not yet checked,2004-09-11,2004,Sep
14.9,140,Data not yet checked,2004-09-12,2004,Sep
12.9,140,Data not yet checked,2004-09-13,2004,Sep
13.6,140,Data not yet checked,2004-09-14,2004,Sep
14.1,140,Data not yet checked,2004-09-15,2004,Sep
14.0,140,Data not yet checked,2004-09-16,2004,Sep
13.5,140,Data not yet checked,2004-09-17,2004,Sep
13.1,140,Data not yet checked,2004-09-18,2004,Sep
12.5,140,Data not yet checked,2004-09-19,2004,Sep
12.8,140,Data not yet checked,2004-09-20,2004,Sep
12.4,140,Data not yet checked,2004-09-21,2004,Sep
13.0,140,Data not yet checked,2004-09-22,2004,Sep
14.1,140,Data not yet checked,2004-09-23,2004,Sep
14.1,140,Data not yet checked,2004-09-24,2004,Sep
14.3,140,Data not yet checked,2004-09-25,2004,Sep
14.5,140,Data not yet checked,2004-09-26,2004,Sep
14.4,140,Data not yet checked,2004-09-27,2004,Sep
14.5,140,Data not yet checked,2004-09-28,2004,Sep
14.2,140,Data not yet checked,2004-09-29,2004,Sep
13.7,140,Data not yet checked,2004-09-30,2004,Sep
12.9,140,Data not yet checked,2004-10-01,2004,Oct
12.8,140,Data not yet checked,2004-10-02,2004,Oct
12.7,140,Data not yet checked,2004-10-03,2004,Oct
12.7,140,Data not yet checked,2004-10-04,2004,Oct
12.5,140,Data not yet checked,2004-10-05,2004,Oct
13.2,140,Data not yet checked,2004-10-06,2004,Oct
13.1,140,Data not yet checked,2004-10-07,2004,Oct
12.9,140,Data not yet checked,2004-10-08,2004,Oct
12.3,140,Data not yet checked,2004-10-09,2004,Oct
11.0,140,Data not yet checked,2004-10-10,2004,Oct
10.8,140,Data not yet checked,2004-10-11,2004,Oct
11.1,140,Data not yet checked,2004-10-12,2004,Oct
11.4,140,Data not yet checked,2004-10-13,2004,Oct
11.8,140,Data not yet checked,2004-10-14,2004,Oct
12.3,140,Data not yet checked,2004-10-15,2004,Oct
12.3,140,Data not yet checked,2004-10-16,2004,Oct
12.1,140,Data not yet checked,2004-10-17,2004,Oct
10.5,140,Data not yet checked,2004-10-18,2004,Oct
9.9,140,Data not yet checked,2004-10-19,2004,Oct
9.9,140,Data not yet checked,2004-10-20,2004,Oct
10.1,140,Data not yet checked,2004-10-21,2004,Oct
9.1,140,Data not yet checked,2004-10-22,2004,Oct
9.3,140,Data not yet checked,2004-10-23,2004,Oct
8.3,140,Data not yet checked,2004-10-24,2004,Oct
8.0,140,Data not yet checked,2004-10-25,2004,Oct
8.1,140,Data not yet checked,2004-10-26,2004,Oct
8.6,140,Data not yet checked,2004-10-27,2004,Oct
8.1,140,Data not yet checked,2004-10-28,2004,Oct
8.6,140,Data not yet checked,2004-10-30,2004,Oct
7.3,140,Data not yet checked,2004-10-31,2004,Oct
6.9,140,Data not yet checked,2004-11-01,2004,Nov
9.2,140,Data not yet checked,2004-11-02,2004,Nov
8.1,140,Data not yet checked,2004-11-03,2004,Nov
6.2,140,Data not yet checked,2004-11-04,2004,Nov
6.2,140,Data not yet checked,2004-11-05,2004,Nov
6.8,140,Data not yet checked,2004-11-06,2004,Nov
7.9,140,Data not yet checked,2004-11-07,2004,Nov
7.4,140,Data not yet checked,2004-11-08,2004,Nov
6.9,140,Data not yet checked,2004-11-09,2004,Nov
7.2,140,Data not yet checked,2004-11-10,2004,Nov
7.7,140,Data not yet checked,2004-11-11,2004,Nov
7.6,140,Data not yet checked,2004-11-12,2004,Nov
7.5,140,Data not yet checked,2004-11-13,2004,Nov
7.7,140,Data not yet checked,2004-11-14,2004,Nov
