"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Location_Setting","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_Start_Date_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Upper_Depth_In_Feet","Lower_Depth_In_Feet","Well_Water_Level_Measuring_Point_Or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Collection_Method_Description","Sample_Preparation_Method","Sample_Preparation_Method_Description","Sample_Method_Other","Sample_Method_Other_Type","Sample_Method_Other_Description","Sample_Taxon_Name","Sample_Taxon_Common_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Suspect_or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Method_Description","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_Common_Name","Result_Taxon_Alias_Other","Result_Taxon_TSN","Result_Taxon_Parent_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID","Study_ID_Alias","Study_QA_Planning_Level","Study_QA_Assessment_Level","Study_Type","EIM_Data_Entry_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Result_System_ID"
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/1998",13:10:00,"01/04/1998 13:10:00","01/04/1998",13:10:00,"01/04/1998 13:10:00","",,"","",,,"",,,"","37417","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","01/04/1998","",,"153","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,19882386
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","01/04/2005","",,"12.75","mg/L","","","","","","","","","","","","","","","SM4500OC","Dissolved Oxygen (DO) by Winkler (Azide Modification)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,19397313
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","01/04/2005","",,"7.98","pH","","","","","","","","","","","","","","","EPA150.1","pH, Electrometric","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,35445322
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","01/04/2005","",,"4.4","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,68320463
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","01/04/2005","D",,"70","cfs","","","","","","","","","","","","","","","RatingCurve","Streamflow reported using stage-discharge rating curve","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,79399186
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","01/04/2005","",,"155","umhos/cm","","","","","","","","","","Total","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,84248035
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/04/2005",08:55:00,"01/04/2005 08:55:00","01/04/2005",08:55:00,"01/04/2005 08:55:00","",,"","",,,"",,,"","134048","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","01/04/2005","",,"756.158","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,95320363
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1992",07:40:00,"01/07/1992 07:40:00","01/07/1992",07:40:00,"01/07/1992 07:40:00","",,"","",,,"",,,"","32786","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","01/07/1992","",00:00:00,"5","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,1072951
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1992",07:40:00,"01/07/1992 07:40:00","01/07/1992",07:40:00,"01/07/1992 07:40:00","",,"","",,,"",,,"","32786","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","01/07/1992","",00:00:00,"92","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,1562951
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1992",07:40:00,"01/07/1992 07:40:00","01/07/1992",07:40:00,"01/07/1992 07:40:00","",,"","",,,"",,,"","32786","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","01/07/1992","",00:00:00,"753.1","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,2072951
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1992",07:40:00,"01/07/1992 07:40:00","01/07/1992",07:40:00,"01/07/1992 07:40:00","",,"","",,,"",,,"","32786","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","01/07/1992","",00:00:00,"7.6","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,8462951
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1992",07:40:00,"01/07/1992 07:40:00","01/07/1992",07:40:00,"01/07/1992 07:40:00","",,"","",,,"",,,"","32786","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","01/07/1992","",00:00:00,"152","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,9462951
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","01/07/1996","",,"12.1","mg/L","","","","","","","","","","","","","","","EPA360.2","Dissolved Oxygen (DO) by Modified Winkler Full Bottle","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,6626517
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","01/07/1996","",,"749.6","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,16488931
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","01/07/1996","",,"7.8","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,25937116
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","01/07/1996","",,"248","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,42766683
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","01/07/1996","",,"104","umhos/cm","","","","","","","","","","Total","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,55852415
"AMS001D","Statewide River and Stream Ambient Monitoring-WY1989 through WY1999","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/1996",13:50:00,"01/07/1996 13:50:00","01/07/1996",13:50:00,"01/07/1996 13:50:00","",,"","",,,"",,,"","37161","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","01/07/1996","",,"5.9","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,96772883
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/2003",09:00:00,"01/07/2003 09:00:00","01/07/2003",09:00:00,"01/07/2003 09:00:00","",,"","",,,"",,,"","131759","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","01/07/2003","",,"12.12","mg/L","","","","","","","","","","","","","","","EPA360.2","Dissolved Oxygen (DO) by Modified Winkler Full Bottle","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,18681544
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/2003",09:00:00,"01/07/2003 09:00:00","01/07/2003",09:00:00,"01/07/2003 09:00:00","",,"","",,,"",,,"","131759","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","01/07/2003","",,"8.1","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,41727602
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/2003",09:00:00,"01/07/2003 09:00:00","01/07/2003",09:00:00,"01/07/2003 09:00:00","",,"","",,,"",,,"","131759","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","01/07/2003","",,"5.3","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,46078062
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","01/07/2003",09:00:00,"01/07/2003 09:00:00","01/07/2003",09:00:00,"01/07/2003 09:00:00","",,"","",,,"",,,"","131759","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","01/07/2003","",,"739.902","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,70196340
